csvId,name,categories,description,image
5834,Harpoon Leviathan,"""[""""607eea94ca4e953fe8c42490""""""]""","Harpoon Leviathan Imperial IPA will challenge your senses and your palate. As the vibrant aroma rushes out of your glass you will notice the blend of piney and tropical fruit notes.  At first sip, this big beer starts with apowerful hop bitterness up front and an aggressive hop flavor and character throughout. 

Leviathan Imperial IPA is brewed with tons of pale malt and just enough caramel malt to provide a sweet malt body to balance the hop intensity. We used copious amounts of a variety of hops including Chinook, Centennial, Simcoe, and Amarillo at various points during the boil to create a complex hop flavor and clean lingering bitter finish. We then fermented the beer with Harpoonâ€™s own versatile proprietary yeast.   Finally, we dry hopped at a rate of over 1 lb a barrel to produce this beerâ€™s massive aroma.",
5835,Full Moon Pale Rye Ale,"""[""""607eeae3ca4e953fe8c42498""""""]""","Tawny red and full of malt and hops, Full Moon's unique flavor truly satisfies. The smooth sweetness of malted rye and barley is complemented by generous helpings of Willamette and Cascade hops, resulting in an assertive American amber ale.",
5836,Rio Blanco Pale Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","Deep golden and malty, with a spicy hop flavor and well balanced hop bitterness, Rio Blanco is a uniquely Texan interpretation of an English-style pale ale. Czech Saaz hops provide a crisp finish and delicate aroma.",
5837,Hitachino Nest XH,"""[""""607eea94ca4e953fe8c42490""""""]""",Dark ale with a tan head. Subtle sake flavor from cask aging.,
5838,Ise Kadoya Stout,"""[""""607eea94ca4e953fe8c42490""""""]""",A very yeasty beer with an earthy aroma. Rich flavors deepen the stout character.,
5839,Wells Banana Bread Beer,"""[""""607eeae3ca4e953fe8c42498""""""]""","A silky, crisp, and rich amber-colored ale with a fluffy head and strong banana note on the nose.",
5841,HotRod Red,"""[""""607eea89ca4e953fe8c4248f""""""]""",A somewhat classic Irish Red Ale.  This ale is feisty and a bit hoppy.  There is a malty sweetness and a somewhat dry finish.  Traditional East Kent Goldings but with a nice touch of Cascade and dash of roasted barley give this ale a great taste. ALWAYS AVAILABLE...or at least we try.,
5842,Old BullDog Extra Special,"""[""""607eea94ca4e953fe8c42490""""""]""",A hearty extra special beer or basically a pale ale on steroids.  A dark amber beer with a rich blend of  malts.  The base malt is full kilned pale 2-row barley and is combined with full tasting crystal malt.  This beer has a great heavy late hop addition of East Kent Goldings (that cost us our lunch money for weeks...). ALWAYS AVAILABLE or at least we try.,
5843,One,"""[""""607eeaa6ca4e953fe8c42492""""""]""","Our first anniversary release is a Belgian-style strong ale that is amber in color, with a light to medium body. Subtle malt sweetness is balanced with noticeable hop flavor, light raisin and mildly spicy, cake-like flavors, and is finished with local wildflower honey aromas. Made with 80% Organic Malted Barley, Belgian Specialty grains, Forbidden Fruit yeast, domestic hops and Round Rock local wildflower honey, this beer is deceptively high in alcohol. ",
5847,Conundrum Red Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","Have you ever heard of an ESB? In most cases, it stands for Extra Special Bitter, and man is this red extra special. Conundrum walks the line between a malt-centric sweet ale and a hop-centric bitter ale so well, it",
5848,Oasis,"""[""""607eea94ca4e953fe8c42490""""""]""",Oasis is a Double ESB/IPAish beer that came about from playing around with one of Jeff,
5850,Yakima Glory,"""[""""607eea94ca4e953fe8c42490""""""]""","The tenacious grip of big, juicy hop aroma and character slides smoothly into rich, dark malts. This heavyweight battle between fresh, Yakima Valley hops and dark, roasted malts is resolved harmoniously as the flavors merge to deliver complex satisfaction with a warming edge. Bask in the ",
5851,Irish Amber,"""[""""607eea89ca4e953fe8c4248f""""""]""","Finnegans Irish Amber is brewed with potatoes and three varieties of imported two-row malts. The beer is pale amber in color but light in body. A gentle hop bitterness compliments its complex malt character. 

Finnegans is currently available on tap and in liquor stores throughout the state of Minnesota. Finnegans is unique in that 100% of the profits are donated to The Finnegans Community Fund which disburses grants to help the working poor and at-risk youth throughout Minnesota. ",
5852,Colonel Blide's Cask Ale,"""[""""607eea7bca4e953fe8c4248e""""""]""","A tasty, moderately hoppy, easy to drink beer with an orange marmalade hue with a frothy, off-white head. An herbal hop aroma with a hint of lemon and pine. This beer is not overly bitter, with orangy citrus and pine hop with slight earthy notes! There is a malty biscuit flavor that balances the hops. Makes me wish I had some Fish & Chips!!",
5853,Cricket's Nocturne,"""[""""607eeac5ca4e953fe8c42495""""""]""","Cricket's Nocturne: a dark lager that combines a mild crispness with subtle toasty, chocolate notes to make it the perfect thirst quencher on days when there's a chill in the air. It;s a great accompaniment to hearty winter meals, or dessert by the fireside.",
5854,Fall Festivus Ale,"""[""""607eea94ca4e953fe8c42490""""""]""",Our Fall release is a harvest Ale with a lighter amber color and a beige head with good retention. There is a good balance of earthy malt and a blend of floral and pine hops in the nose. Biscuit notes mixing with caramel sweetness.do their job to complement the rest of the flavors.This is an enjoyable seasonal for sure!,
5855,Little Scrapper IPA,"""[""""607eea94ca4e953fe8c42490""""""]""","To admit that the brewer at Half Pints is a bit of a hophead is an understatement. This India Pale Ale is unabashedly hoppy, not only from the Amarillo hops we add to the brew kettle, but also from the northwest U.S. variety called Cascade that we add directly to the final tank. A firm toasted malt presence forms the background for all of these hops, and we're confident our Little Scrapper IPA could take other so-called IPA's to the mat if called upon to do so. Try it with a curry or a basket of beer battered fish & chips. Serve in a glass at 8 degrees celcius. Unpasturized.",
5856,Christmas Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","Abita Christmas Ale is an American style Brown Ale. It is hopped with Willamette, Cascade, and Columbus hops and has a good hop flavor and aroma.",
5857,Samael's Oak-aged Ale,"""[""""607eea7bca4e953fe8c4248e""""""]""","A super-caramelly, oak-aged English-style strong ale. The oak is very apparent in this rich and high gravity ale. Additional depth and complexity result in a woody and cask-like nose, with a pronounced vanilla flavor on the palate. As of 2007, the use of additional roasted malt has resulted in subtle bitternes to balance the natural sweetness.",
5858,Old Jubilation Ale,"""[""""607eea7bca4e953fe8c4248e""""""]""","A winter strong ale with mahogany hue, a hint of hazelnuts and a finish reminiscent of mocha and toffee. No spices, just a perfect blend of five specialty malts.",
5859,Fresh Hops Pale Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","Blue Point Brewing's Pale Ale has a light golden color but explodes with a rich full-flavor. This refreshing ale is top-fermented and hopped at four different stages of the brewing process. English pale malt lends complexity to this brew. Small amounts of Wheat and Carapils round out the malt bill. Brewed to satisfy the hop lover, this pale ale has an immediate floral-citrus flavor that pervades the overall character of this hoppy, quenching microbrew.",
5860,Oktoberfest,"""[""""607eeabdca4e953fe8c42494""""""]""","Blue Point Octoberfest is another palate-pleasing seasonal brew. Originally brewed in 1810 to celebrate the betrothal of the Crown Prince of Bavaria, Blue Point continues the celebration by traditionally brewing this special malty amber lager every October. Octoberfest lager is stored cold for 2 months to ensure its distinct smooth flavor. Tap a pint and celebrate the season!",
5861,Sour Cherry Imperial Stout,"""[""""607eea94ca4e953fe8c42490""""""]""","An extremely complex version of the classic Russian beer style. Roasted, black, and chocolate malts deliver multi-layered coffee and sherry notes in a surprisingly smooth package. The beer is then matured with just a kiss of real sour red cherries.",
5862,Foreign Extra Stout,"""[""""607eea89ca4e953fe8c4248f""""""]""","Foreign Extra Stout is brewed with generous hops and roasted barley for a bittersweet balance & full-flavored, natural bite. Developed over 200 years ago for global export from Ireland, the addition of extra hops ensured this Stout would arrive to its destination in perfect condition. Today, Guinness Foreign Extra Stout is enjoyed by millions of people around the world.",
5863,Sweet Action,"""[""""607eeae3ca4e953fe8c42498""""""]""","Our most basic interpretation of what makes beer great -- sweetness from the barley malt and active spice from the hops. It is hazy golden in color, with a sweet honey aroma, and a dry, crisp flavor",
5864,Vertical Epic 10.10.10,"""[""""607eeaa6ca4e953fe8c42492""""""]""","Fermented with the legendary Ardennes strain of Belgian yeast, 10.10.10 is a Belgian Strong Pale Ale brewed with pale malt and triticale (a cross of wheat and rye), hopped with German Perle hops, and steeped with chamomile during the whirlpool stage. In secondary fermentation, we added a juice blend of Muscat, Gewurztraminer, and Sauvignon Blanc grape varieties.",
5865,Imperial Nut Brown,"""[""""607eea94ca4e953fe8c42490""""""]""","Commemorating the 10th anniversary of Tommyknocker Brewery, this special brew is meticulously crafted with pure maple syrup, the highest quality chocolate and crystal malts and is accented with the finest blend of European and American hops. Imperial Nut Brown Ale, at 9.8% alcohol by volume, is a bigger, bolder version of their Maple Nut Brown.",
5866,Alta Gracia Coffee Porter,"""[""""607eea94ca4e953fe8c42490""""""]""","Brewed with organic roasted barley and chocolate malts for a rich, dark and robust flavor with an infusion of organic vanilla beans and coffee from the Dominican Republic farm community Alta Gracia. ",
5871,Loakal Red,"""[""""607eea94ca4e953fe8c42490""""""]""","75% American Red Ale, 25% Ale Aged in American Oak Barrels.  A brash American Red ale, dripping with citrusy Centennial hops, mellowed by a touch of oak.  Aromas of toffee, citrus, crushed herbs, vanilla and fresh sawn oak.  Complex!",
5875,Pale Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","APPEARANCE: Amber red, bright
PROCESS: Classic English
HOPS: East Kent Goldings (UK), Northdown (UK), Pilgrim (UK)
MALTS: 2-Row and Caramel Malted Barley
YEAST: London Ale
OG: 11.2
SRM: 13.5",
5876,Baltika 6,607eeacdca4e953fe8c42496,"appearance:  deep, dark brown to black, deep tan head
smell/taste: sweet, malty, roasted coffee, molasses
full-bodied, smooth, minimal carbonation 
",
5877,Firewater Indian Pale Ale,"""[""""607eea94ca4e953fe8c42490""""""]""",This golden straw colored IPA is made with 5 varieties of malts and 6 massive hop additions.  It is outstanding in flavor and aromatics.,
5879,Summer Teeth,"""[""""607eea9eca4e953fe8c42491""""""]""","This traditional Bavarian-style kellerbier originated from the small artisanal breweries of Franconia, where it is still a favorite in the local beer gardens.  Ours is served unfiltered with a crisp, smooth finish that taste like sunshine. ",
5880,Dank,"""[""""607eea94ca4e953fe8c42490""""""]""","Anniversary offering, Imperial Red. Heavily hopped and oak aged, very balanced. 12 oz. bottles; 4 pack. ABV: 9.2%",
